fiscal_year,month,calendar_year,injured,killed,incidents,status,source_url,publish_date,pdf_created,source_file,method
2023,9,2023,38,0,36,closed,https://www.env.go.jp/nature/choju/effort/effort12/r05injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r05injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2023,10,2023,73,4,60,closed,https://www.env.go.jp/nature/choju/effort/effort12/r05injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r05injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2023,11,2023,30,0,28,closed,https://www.env.go.jp/nature/choju/effort/effort12/r05injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r05injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2023,12,2023,5,0,3,closed,https://www.env.go.jp/nature/choju/effort/effort12/r05injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r05injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2023,1,2024,1,0,1,closed,https://www.env.go.jp/nature/choju/effort/effort12/r05injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r05injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2023,2,2024,0,0,0,closed,https://www.env.go.jp/nature/choju/effort/effort12/r05injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r05injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2023,3,2024,1,0,1,closed,https://www.env.go.jp/nature/choju/effort/effort12/r05injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r05injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2024,4,2024,3,0,3,closed,https://www.env.go.jp/nature/choju/effort/effort12/r06injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r06injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2024,5,2024,13,1,11,closed,https://www.env.go.jp/nature/choju/effort/effort12/r06injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r06injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2024,6,2024,18,1,18,closed,https://www.env.go.jp/nature/choju/effort/effort12/r06injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r06injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2024,7,2024,13,0,13,closed,https://www.env.go.jp/nature/choju/effort/effort12/r06injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r06injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2024,8,2024,11,0,11,closed,https://www.env.go.jp/nature/choju/effort/effort12/r06injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r06injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2024,9,2024,9,0,8,closed,https://www.env.go.jp/nature/choju/effort/effort12/r06injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r06injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2024,10,2024,8,1,8,closed,https://www.env.go.jp/nature/choju/effort/effort12/r06injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r06injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2024,11,2024,6,0,6,closed,https://www.env.go.jp/nature/choju/effort/effort12/r06injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r06injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2024,12,2024,1,0,1,closed,https://www.env.go.jp/nature/choju/effort/effort12/r06injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r06injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2024,1,2025,1,0,1,closed,https://www.env.go.jp/nature/choju/effort/effort12/r06injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r06injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2024,2,2025,2,0,2,closed,https://www.env.go.jp/nature/choju/effort/effort12/r06injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r06injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2024,3,2025,0,0,0,closed,https://www.env.go.jp/nature/choju/effort/effort12/r06injury-qe.pdf,2025-06-14,2025-05-12,raw/env/r06injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2025,4,2025,11,0,9,closed,https://www.env.go.jp/nature/choju/effort/effort12/r07injury-qe.pdf,2026-04-07,2026-04-06,raw/env/r07injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2025,5,2025,10,0,9,closed,https://www.env.go.jp/nature/choju/effort/effort12/r07injury-qe.pdf,2026-04-07,2026-04-06,raw/env/r07injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2025,6,2025,16,1,13,closed,https://www.env.go.jp/nature/choju/effort/effort12/r07injury-qe.pdf,2026-04-07,2026-04-06,raw/env/r07injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2025,7,2025,18,3,17,closed,https://www.env.go.jp/nature/choju/effort/effort12/r07injury-qe.pdf,2026-04-07,2026-04-06,raw/env/r07injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2025,8,2025,14,1,14,closed,https://www.env.go.jp/nature/choju/effort/effort12/r07injury-qe.pdf,2026-04-07,2026-04-06,raw/env/r07injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2025,9,2025,39,0,37,closed,https://www.env.go.jp/nature/choju/effort/effort12/r07injury-qe.pdf,2026-04-07,2026-04-06,raw/env/r07injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2025,10,2025,89,7,78,closed,https://www.env.go.jp/nature/choju/effort/effort12/r07injury-qe.pdf,2026-04-07,2026-04-06,raw/env/r07injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2025,11,2025,33,1,32,closed,https://www.env.go.jp/nature/choju/effort/effort12/r07injury-qe.pdf,2026-04-07,2026-04-06,raw/env/r07injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2025,12,2025,6,0,5,closed,https://www.env.go.jp/nature/choju/effort/effort12/r07injury-qe.pdf,2026-04-07,2026-04-06,raw/env/r07injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2025,1,2026,0,0,0,closed,https://www.env.go.jp/nature/choju/effort/effort12/r07injury-qe.pdf,2026-04-07,2026-04-06,raw/env/r07injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2025,2,2026,1,0,1,closed,https://www.env.go.jp/nature/choju/effort/effort12/r07injury-qe.pdf,2026-04-07,2026-04-06,raw/env/r07injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2025,3,2026,1,0,1,closed,https://www.env.go.jp/nature/choju/effort/effort12/r07injury-qe.pdf,2026-04-07,2026-04-06,raw/env/r07injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2026,4,2026,6,1,6,running (through month 7),https://www.env.go.jp/nature/choju/effort/effort12/r08injury-qe.pdf,2026-08-12,2026-08-07,raw/research/moe/r08injury-qe.pdf,pdfplumber words mapped to 計-row column grid (blank future-month cells)
2026,5,2026,14,3,13,running (through month 7),https://www.env.go.jp/nature/choju/effort/effort12/r08injury-qe.pdf,2026-08-12,2026-08-07,raw/research/moe/r08injury-qe.pdf,pdfplumber words mapped to 計-row column grid (blank future-month cells)
2026,6,2026,22,2,19,running (through month 7),https://www.env.go.jp/nature/choju/effort/effort12/r08injury-qe.pdf,2026-08-12,2026-08-07,raw/research/moe/r08injury-qe.pdf,pdfplumber words mapped to 計-row column grid (blank future-month cells)
2026,7,2026,11,0,11,running (through month 7),https://www.env.go.jp/nature/choju/effort/effort12/r08injury-qe.pdf,2026-08-12,2026-08-07,raw/research/moe/r08injury-qe.pdf,pdfplumber words mapped to 計-row column grid (blank future-month cells)
