fiscal_year,month,calendar_year,prefecture_ja,prefecture_key,incidents,injured,killed,source_url,publish_date,pdf_created,source_file,method
2014,4,2014,北海道,hokkaido,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,5,2014,北海道,hokkaido,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,6,2014,北海道,hokkaido,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,7,2014,北海道,hokkaido,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,8,2014,北海道,hokkaido,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,9,2014,北海道,hokkaido,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,10,2014,北海道,hokkaido,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,11,2014,北海道,hokkaido,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,12,2014,北海道,hokkaido,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,1,2015,北海道,hokkaido,1,1,1,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,2,2015,北海道,hokkaido,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,3,2015,北海道,hokkaido,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,4,2014,青森県,aomori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,5,2014,青森県,aomori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,6,2014,青森県,aomori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,7,2014,青森県,aomori,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,8,2014,青森県,aomori,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,9,2014,青森県,aomori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,10,2014,青森県,aomori,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,11,2014,青森県,aomori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,12,2014,青森県,aomori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,1,2015,青森県,aomori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,2,2015,青森県,aomori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,3,2015,青森県,aomori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,4,2014,岩手県,iwate,2,2,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,5,2014,岩手県,iwate,3,4,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,6,2014,岩手県,iwate,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,7,2014,岩手県,iwate,2,2,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,8,2014,岩手県,iwate,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,9,2014,岩手県,iwate,3,5,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,10,2014,岩手県,iwate,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,11,2014,岩手県,iwate,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,12,2014,岩手県,iwate,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,1,2015,岩手県,iwate,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,2,2015,岩手県,iwate,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,3,2015,岩手県,iwate,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,4,2014,宮城県,miyagi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,5,2014,宮城県,miyagi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,6,2014,宮城県,miyagi,2,2,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,7,2014,宮城県,miyagi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,8,2014,宮城県,miyagi,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,9,2014,宮城県,miyagi,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,10,2014,宮城県,miyagi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,11,2014,宮城県,miyagi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,12,2014,宮城県,miyagi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,1,2015,宮城県,miyagi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,2,2015,宮城県,miyagi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,3,2015,宮城県,miyagi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,4,2014,秋田県,akita,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,5,2014,秋田県,akita,3,3,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,6,2014,秋田県,akita,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,7,2014,秋田県,akita,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,8,2014,秋田県,akita,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,9,2014,秋田県,akita,3,3,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,10,2014,秋田県,akita,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,11,2014,秋田県,akita,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,12,2014,秋田県,akita,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,1,2015,秋田県,akita,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,2,2015,秋田県,akita,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,3,2015,秋田県,akita,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,4,2014,山形県,yamagata,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,5,2014,山形県,yamagata,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,6,2014,山形県,yamagata,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,7,2014,山形県,yamagata,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,8,2014,山形県,yamagata,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,9,2014,山形県,yamagata,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,10,2014,山形県,yamagata,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,11,2014,山形県,yamagata,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,12,2014,山形県,yamagata,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,1,2015,山形県,yamagata,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,2,2015,山形県,yamagata,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,3,2015,山形県,yamagata,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,4,2014,福島県,fukushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,5,2014,福島県,fukushima,3,3,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,6,2014,福島県,fukushima,2,2,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,7,2014,福島県,fukushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,8,2014,福島県,fukushima,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,9,2014,福島県,fukushima,3,3,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,10,2014,福島県,fukushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,11,2014,福島県,fukushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,12,2014,福島県,fukushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,1,2015,福島県,fukushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,2,2015,福島県,fukushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,3,2015,福島県,fukushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,4,2014,茨城県,ibaraki,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,5,2014,茨城県,ibaraki,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,6,2014,茨城県,ibaraki,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,7,2014,茨城県,ibaraki,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,8,2014,茨城県,ibaraki,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,9,2014,茨城県,ibaraki,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,10,2014,茨城県,ibaraki,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,11,2014,茨城県,ibaraki,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,12,2014,茨城県,ibaraki,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,1,2015,茨城県,ibaraki,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,2,2015,茨城県,ibaraki,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,3,2015,茨城県,ibaraki,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,4,2014,栃木県,tochigi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,5,2014,栃木県,tochigi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,6,2014,栃木県,tochigi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,7,2014,栃木県,tochigi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,8,2014,栃木県,tochigi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,9,2014,栃木県,tochigi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,10,2014,栃木県,tochigi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,11,2014,栃木県,tochigi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,12,2014,栃木県,tochigi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,1,2015,栃木県,tochigi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,2,2015,栃木県,tochigi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,3,2015,栃木県,tochigi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,4,2014,群馬県,gunma,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,5,2014,群馬県,gunma,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,6,2014,群馬県,gunma,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,7,2014,群馬県,gunma,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2014,8,2014,群馬県,gunma,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/h26injury-qe.pdf,2025-06-14,2023-12-04,raw/research/moe/h26injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
