fiscal_year,month,calendar_year,prefecture_ja,prefecture_key,incidents,injured,killed,source_url,publish_date,pdf_created,source_file,method
2021,4,2021,和歌山県,wakayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,5,2021,和歌山県,wakayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,6,2021,和歌山県,wakayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,7,2021,和歌山県,wakayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,8,2021,和歌山県,wakayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,9,2021,和歌山県,wakayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,10,2021,和歌山県,wakayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,11,2021,和歌山県,wakayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,12,2021,和歌山県,wakayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,1,2022,和歌山県,wakayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,2,2022,和歌山県,wakayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,3,2022,和歌山県,wakayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,4,2021,鳥取県,tottori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,5,2021,鳥取県,tottori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,6,2021,鳥取県,tottori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,7,2021,鳥取県,tottori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,8,2021,鳥取県,tottori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,9,2021,鳥取県,tottori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,10,2021,鳥取県,tottori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,11,2021,鳥取県,tottori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,12,2021,鳥取県,tottori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,1,2022,鳥取県,tottori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,2,2022,鳥取県,tottori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,3,2022,鳥取県,tottori,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,4,2021,島根県,shimane,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,5,2021,島根県,shimane,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,6,2021,島根県,shimane,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,7,2021,島根県,shimane,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,8,2021,島根県,shimane,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,9,2021,島根県,shimane,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,10,2021,島根県,shimane,2,3,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,11,2021,島根県,shimane,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,12,2021,島根県,shimane,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,1,2022,島根県,shimane,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,2,2022,島根県,shimane,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,3,2022,島根県,shimane,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,4,2021,岡山県,okayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,5,2021,岡山県,okayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,6,2021,岡山県,okayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,7,2021,岡山県,okayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,8,2021,岡山県,okayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,9,2021,岡山県,okayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,10,2021,岡山県,okayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,11,2021,岡山県,okayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,12,2021,岡山県,okayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,1,2022,岡山県,okayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,2,2022,岡山県,okayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,3,2022,岡山県,okayama,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,4,2021,広島県,hiroshima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,5,2021,広島県,hiroshima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,6,2021,広島県,hiroshima,1,1,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,7,2021,広島県,hiroshima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,8,2021,広島県,hiroshima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,9,2021,広島県,hiroshima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,10,2021,広島県,hiroshima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,11,2021,広島県,hiroshima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,12,2021,広島県,hiroshima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,1,2022,広島県,hiroshima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,2,2022,広島県,hiroshima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,3,2022,広島県,hiroshima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,4,2021,山口県,yamaguchi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,5,2021,山口県,yamaguchi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,6,2021,山口県,yamaguchi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,7,2021,山口県,yamaguchi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,8,2021,山口県,yamaguchi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,9,2021,山口県,yamaguchi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,10,2021,山口県,yamaguchi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,11,2021,山口県,yamaguchi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,12,2021,山口県,yamaguchi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,1,2022,山口県,yamaguchi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,2,2022,山口県,yamaguchi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,3,2022,山口県,yamaguchi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,4,2021,徳島県,tokushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,5,2021,徳島県,tokushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,6,2021,徳島県,tokushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,7,2021,徳島県,tokushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,8,2021,徳島県,tokushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,9,2021,徳島県,tokushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,10,2021,徳島県,tokushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,11,2021,徳島県,tokushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,12,2021,徳島県,tokushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,1,2022,徳島県,tokushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,2,2022,徳島県,tokushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,3,2022,徳島県,tokushima,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,4,2021,香川県,kagawa,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,5,2021,香川県,kagawa,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,6,2021,香川県,kagawa,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,7,2021,香川県,kagawa,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,8,2021,香川県,kagawa,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,9,2021,香川県,kagawa,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,10,2021,香川県,kagawa,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,11,2021,香川県,kagawa,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,12,2021,香川県,kagawa,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,1,2022,香川県,kagawa,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,2,2022,香川県,kagawa,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,3,2022,香川県,kagawa,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,4,2021,愛媛県,ehime,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,5,2021,愛媛県,ehime,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,6,2021,愛媛県,ehime,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,7,2021,愛媛県,ehime,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,8,2021,愛媛県,ehime,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,9,2021,愛媛県,ehime,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,10,2021,愛媛県,ehime,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,11,2021,愛媛県,ehime,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,12,2021,愛媛県,ehime,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,1,2022,愛媛県,ehime,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,2,2022,愛媛県,ehime,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,3,2022,愛媛県,ehime,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,4,2021,高知県,kochi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,5,2021,高知県,kochi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,6,2021,高知県,kochi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,7,2021,高知県,kochi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,8,2021,高知県,kochi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,9,2021,高知県,kochi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,10,2021,高知県,kochi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
2021,11,2021,高知県,kochi,0,0,0,https://www.env.go.jp/nature/choju/effort/effort12/r03injury-qe.pdf,2025-06-14,2023-12-01,raw/env/r03injury-qe.pdf,extract_env_go_jp.extract_injury_pdf (pdfplumber table)
